,sentence1,sentence2,similarity_score,TFIDF_cosine_score,rank_by_TFIDF_cosine_score,rank_by_similarity_score,d,d^2
1789,blonde woman wear black american flag tartar cap,red haired woman wear black beset adorn american flag,2.799999952316284,0.4221411243232978,2137,2734,-597,356409
1790,person hold net stand water,black woman black child sit thatched tent,0.6000000238418579,0.0,21,690,-669,447561
1791,woman red tracksuit squeeze lemon press,young woman pink hood take picture,0.4000000059604645,0.056728538107988905,414,558,-144,20736
1792,man walk dog leash street,man walk dog city,4.199999809265137,0.47497938339349055,2486,4759,-2273,5166529
1793,dog run snow,dog run dirt,2.200000047683716,0.49134463560696784,2595,2095,500,250000
1794,small boy play snow,brown white dog play snow,1.600000023841858,0.470089846675233,2452,1563,889,790321
1795,woman blue shirt short sit table,smile young woman tourquoise shirt banana pose table outdoor,3.200000047683716,0.30494792847851815,1450,3196,-1746,3048516
1796,white dog run snow,dog run snow,3.200000047683716,0.8821612540905137,5334,3171,2163,4678569
1797,black dog run snow,race car driver drive car mud,0.0,0.0,77,129,-52,2704
1798,dog wear green sweeter backpack walk snow,small dog wear green sweeter backpack walk snow,4.400000095367432,0.9519708910791215,5556,5016,540,291600
1799,group people sit desk,group girl beach,0.6000000238418579,0.2663144410158387,1266,684,582,338724
1800,dog run field,dog run grassy field,2.799999952316284,0.7770447885032492,4701,2672,2029,4116841
1801,man woman hand chin stand christmas tree,man white beard blue cap stand doorway workshop,0.4000000059604645,0.11243714933341653,612,562,50,2500
1802,black white dog stick paw,black dog white dog stand snow,1.2000000476837158,0.45728817085822054,2353,1124,1229,1510441
1803,white dog run snow,black white dog run grass,1.399999976158142,0.5758246802758121,3217,1349,1868,3489424
1804,man skin snow cover hill mountain background,dog enjoy rome water mountain sand background,0.6000000238418579,0.2938790859904215,1390,683,707,499849
1805,man bike nest river,man bike high jump,1.2000000476837158,0.36336616701224067,1771,1145,626,391876
1806,sky go snowy hill,brown dog lay snow,0.4000000059604645,0.0,125,526,-401,160801
1807,dog run grass,dog run dirt,3.5999999046325684,0.4887918902356597,2575,3953,-1378,1898884
1808,man spray fluid long beach,guy sit bike wheel air,0.6000000238418579,0.0,123,693,-570,324900
1809,person red vest touch blue ice state person,lady fasten ice state snow,2.200000047683716,0.2537306434184381,1193,2129,-936,876096
1810,girl ounce upside head trampling,girl bound head trampling,4.800000190734863,0.5293369692054009,2854,5420,-2566,6584356
1811,woman stand tree smile,man walk tree city skyline,2.0,0.2509462709918721,1177,1954,-777,603729
1812,boy lip swimming pool,boy wear red blue swim trunk jump head swimming pool,2.400000095367432,0.4496422130201962,2301,2300,1,1
1813,little boy cover bubble,child stand pool cover foam bubble,4.199999809265137,0.5262376110648463,2831,4757,-1926,3709476
1814,boy look girl girl ignore,boy diving pool couple watch,0.2000000029802322,0.10951218460545309,595,383,212,44944
1815,black dog blue collar run snow,black dog red collar play snow,3.200000047683716,0.7192070021075063,4293,3143,1150,1322500
1816,bird sit tree,bird sit leaflet tree,3.799999952316284,0.7591281737818517,4593,4169,424,179776
1817,brown dog chess orange ball,dog orange ball mouth,4.0,0.5818011553907145,3258,4680,-1422,2022084
1818,brown dog jump air catch ball,young woman jump air catch ball,0.6000000238418579,0.7665175433514564,4639,668,3971,15768841
1819,child walk picnic table,boy hope picnic table park,3.200000047683716,0.578833313551603,3237,3142,95,9025
1820,dog snow,dog snow,3.0,1.0,5635,3007,2628,6906384
1821,salvation run beach,salvation run beach,4.800000190734863,1.0,5592,5460,132,17424
1822,dog run snow,dog run snow,5.0,1.0000000000000002,5718,5496,222,49284
1823,black dog run grass,dog run grassy field,2.0,0.3699584670179935,1807,1963,-156,24336
1824,man red black hit soccer ball head,man red stripe soccer shirt head ball,3.5999999046325684,0.6623697640369415,3867,3951,-84,7056
1825,brown dog walk grass,dog case tree,1.2000000476837158,0.16820892674147217,857,1140,-283,80089
1826,woman place baby skateboard beach,woman hold small baby skateboard beach,4.599999904632568,0.7428563403793453,4478,5223,-745,555025
1827,black dog bite light brown dog ear playful manner,black dog playfully bit dog living room set,4.0,0.21300058821275003,1022,4677,-3655,13359025
1828,eagle walk beach watering,eagle walk calm shore,4.400000095367432,0.43677857489730854,2226,4963,-2737,7491169
1829,black white dog run grass,black white dog run grass,5.0,1.0,5596,5537,59,3481
1830,dog run snow tennis ball,boy stung air bicycle,0.0,0.0,151,105,46,2116
1831,black dog walk grass stick mouth,black dog run grass toy mouth,3.200000047683716,0.6160497498720102,3532,3132,400,160000
1832,man walk policeman stand crossway city street,policeman stand crossway city,3.0,0.8554521394283243,5193,3064,2129,4532641
1833,black dog white dog play street,black dog white dog play street,4.599999904632568,1.0,5599,5201,398,158404
1834,large black white dog swim water,black white dog stick muddy water,3.5999999046325684,0.46651457086183923,2424,3950,-1526,2328676
1835,little boy clown commander head,boy metal commander head,4.199999809265137,0.5767888309946795,3223,4751,-1528,2334784
1836,construction worker sit beam take break,man put shirt near elevator,0.0,0.0,145,104,41,1681
1837,man woman laugh,man woman kiss,1.2000000476837158,0.33821839612308213,1646,1120,526,276676
1838,black brown white dog run field,white brown dog run field,2.8299999237060547,0.9208522439592656,5486,2752,2734,7474756
1839,child play swimming pool adult man watch,child play pool adult look,4.599999904632568,0.7084312296755999,4206,5204,-998,996004
1840,kiss splash water,dog play bed,0.0,0.0,140,29,111,12321
1841,brown white dog walk shallow water,white brown dog appear walk water,4.599999904632568,0.6540831975978709,3810,5205,-1395,1946025
1842,woman read public transportation,man fall asleep public transportation,1.600000023841858,0.5346311737419465,2911,1587,1324,1752976
1843,bulldog run grassy park people stand background,dog run large body water cause splash,1.7999999523162842,0.08262267924172469,453,1665,-1212,1468944
1844,young boy ride bike brick road,person trick bike camp surround tree,2.200000047683716,0.1633545428699669,832,1992,-1160,1345600
1845,young man skateboard state park,boy blue t shirt airborne skateboard state park,3.799999952316284,0.5592955052312171,3094,4142,-1048,1098304
1846,girl jump rope sidewalk near parking garage,girl jump rope sidewalk parking garage left,4.400000095367432,0.8560891998023298,5198,4975,223,49729
1847,person water beach sun set,person surfboard water,3.0,0.33750067025189,1642,3070,-1428,2039184
1848,dog jump impair catch frisbee,brown dog jump pink frisbee,4.0,0.5098284180857192,2724,4644,-1920,3686400
1849,dog return play toy master,dog race snow,1.0,0.12494581110009209,676,998,-322,103684
1850,female jump swing,girl jump swing,4.599999904632568,0.6716107390038817,3930,5206,-1276,1628176
1851,woman young girl pose bear statue store,man jersey stand large crowd,0.6000000238418579,0.0,117,723,-606,367236
1852,shortness man play football lawn,shortness man catch football,4.400000095367432,0.6594032659715217,3847,5015,-1168,1364224
1853,girl wear green twist hand,young boy wear green short pose awkwardly brick background,0.800000011920929,0.23025498459064678,1089,765,324,104976
1854,man red jacket hold bike picture,woman red jacket video take natural landscape,0.4000000059604645,0.3275581980234601,1579,575,1004,1008016
1855,boy jump crowded public pool,man jump snowboard,0.800000011920929,0.18684658203527377,936,763,173,29929
1856,clown strike pose camera,child orange brodie board wave,0.6000000238418579,0.0,144,700,-556,309136
1857,kiss hold hand jump swimming pool,dog play snow,0.0,0.0,116,16,100,10000
1858,boy push wagon tompkin,child squat wagon tompkin,2.799999952316284,0.6338801532368452,3663,2704,959,919681
1859,soccer player battle ball intense match,little orange white dog snow,0.0,0.0,92,10,82,6724
1860,black dog walk tall grass,black dog run grass,3.799999952316284,0.570854684820641,3186,4111,-925,855625
1861,black dog play snow,black dog dig snow,3.400000095367432,0.6338652393791377,3662,3428,234,54756
1862,dog jump chain,dog leap chain,5.0,0.6140257507541133,3518,5511,-1993,3972049
1863,girl black purse sit wooden bench,young woman black purse sit wooden bench,4.599999904632568,0.864103491078846,5242,5207,35,1225
1864,black yellow dog,black dog brown white dog play field,2.200000047683716,0.44983941589899235,2302,2053,249,62001
1865,child ball pit,child play ball pit,3.400000095367432,0.9282923996245398,5508,3465,2043,4173849
1866,large white grey dog run yellow tunnel obstacle course,white black dog run yellow orange tube,3.5999999046325684,0.3370744371173472,1639,3940,-2301,5294601
1867,swimmer backstroke swimming pool,person stroke swimming pool,4.800000190734863,0.42117801623333856,2132,5369,-3237,10478169
1868,man stand astride bike rocky trail lake,woman wear white headband purple tank black glove,0.0,0.0,90,9,81,6561
1869,brown dog run green grass,brown dog run river,2.400000095367432,0.5480394170162085,3011,2289,722,521284
1870,small white dog large brown dog play grass,small light dog run past large brown dog stand grass,3.400000095367432,0.6869799884623655,4039,3475,564,318096
1871,woman hold dog dog stand nearby field,lady hold dog dog play yard,3.400000095367432,0.4079482588116625,2052,3474,-1422,2022084
1872,black dog walk water,black dog walk snow,2.400000095367432,0.6896785249905831,4066,2288,1778,3161284
1873,black dog run snow,black dog swim ball mouth,1.7999999523162842,0.3122428304857231,1494,1684,-190,36100
1874,woman dress green play dog,dog lick girl hand lay,1.600000023841858,0.10905849751438967,585,1580,-995,990025
1875,homeless man stand outside cardboard sign,homeless young man hold cardboard sign,4.599999904632568,0.7702498070651631,4657,5210,-553,305809
1876,brown dog wage water,dog splash murky water,3.5999999046325684,0.2657790579887213,1262,3939,-2677,7166329
1877,man orange shirt wear white helmet ride bike,man wear blue helmet ride molar,2.799999952316284,0.4923337464707803,2600,2709,-109,11881
1878,little boy stand wedding party laugh,person stand stage seated crowd,1.7999999523162842,0.09767251032652292,518,1715,-1197,1432809
1879,person snowmobile,person snowmobile mid jump,3.5999999046325684,0.7400068111362739,4454,3938,516,266256
1880,man stand shore hit ball paddle,teenage girl stand beach listen good,0.800000011920929,0.09337293844657886,501,760,-259,67081
1881,photo show man take break,person swim cap gorge take breath,0.4000000059604645,0.0,86,586,-500,250000
1882,brown dog run sand,brown dog run sand,4.599999904632568,1.0,5601,5211,390,152100
1883,black dog chase red frisbee,black people run snow,1.399999976158142,0.15782573917464712,810,1275,-465,216225
1884,girl ponytail ride amusement park ride,young girl ride amusement park,3.0,0.7635268315435461,4621,3036,1585,2512225
1885,dog dig sand,brown dog dig sand,4.199999809265137,0.9078360408650942,5437,4775,662,438244
1886,man sit sidewalk store,woman bathing suit walk dog beach,0.0,0.0,95,6,89,7921
1887,black white spot dog jump stream,black white spot dog jump small stream water,4.599999904632568,0.8902908433355868,5364,5213,151,22801
1888,person box bike,man bike mid air,3.0,0.3163561060816466,1518,3033,-1515,2295225
1889,dog run tall grass,dog run grassy area,4.599999904632568,0.29410866156423315,1392,5214,-3822,14607684
1890,little white dog wear leash jump red ball,black white dog return stick snow,1.0,0.1743077337778965,890,1037,-147,21609
1891,group people stand outside building,large group people form line outside,3.200000047683716,0.5149124836038801,2760,3175,-415,172225
1892,group child dance backward,group child stretch colored mat,1.600000023841858,0.27451863807429777,1304,1575,-271,73441
1893,group teenager jump air beach,group young people jump air beach,4.800000190734863,0.6982106327885346,4120,5439,-1319,1739761
1894,boy wave sparkle,young boy twist sparkle air,4.400000095367432,0.5417946407965535,2969,5088,-2119,4490161
1895,people sit fire night,group people stand sit ground night,2.5999999046325684,0.690587467050759,4070,2444,1626,2643876
1896,different breed brown white dog play beach,dog play sand beach,4.0,0.4001844924225293,2005,4631,-2626,6895876
1897,man woman dress empire costume,man woman dress costume,3.400000095367432,0.8251717618120282,5015,3638,1377,1896129
1898,boy wear hat playground,boy hat laugh sit near playground equipment,2.400000095367432,0.6085454703708195,3474,2227,1247,1555009
1899,dog play snow,dog play snow,5.0,1.0000000000000002,5722,5525,197,38809
1900,woman hold baby man look man hold child watch,woman stand arm store woman hold camera,0.4000000059604645,0.31405172548377575,1505,464,1041,1083681
1901,white fluffy dog run pure white snow,fluffy white dog run snow,4.599999904632568,0.8261684983256565,5018,5218,-200,40000
1902,woman hold newspaper,man rollerblade metal bar,0.0,0.0,112,31,81,6561
1903,group man play brass instrument,group gun play instrument outside,3.400000095367432,0.5343563792470261,2909,3643,-734,538756
1904,girl shore watch people boat fish,male red white play basketball game,0.0,0.0,111,32,79,6241
1905,snowboarder jump air,snowboarder fly air,4.0,0.7490354686513094,4519,4667,-148,21904
1906,white dog red ear run snow,wet black dog red collar river,0.6000000238418579,0.20806859402071887,1012,714,298,88804
1907,little girl little boy hold hand shiny slide,little girl aisle dress run sandy playground,0.4000000059604645,0.26762251316783936,1271,469,802,643204
1908,lid play soccer field,boy play soccer field,4.199999809265137,0.6725586318083249,3936,4723,-787,619369
