,sentence1,sentence2,similarity_score,sentence_transformers_cosine_score
1416,small desk chair near sundry closet,room wall washed dwyer,0.2000000029802322,0.17626053
1417,red double hecker bus drive street,red double hecker bus drive street,4.599999904632568,1.0
1418,goose flap wing body water,black swan flap wing water,3.0,0.67039365
1419,boy lay couch dog,boy lie couch puppy,4.400000095367432,0.8412132
1420,black white image cat lay rug,black white picture cat lay rug,5.0,0.9756366
1421,large jet ground airport,large airplane mark airport night,3.5999999046325684,0.6969557
1422,woman sit cafe,man catch fish swamp,0.0,-0.13318908
1423,right bottle karp later line floor,right bottle karp beer line wooden floor,4.0,0.7426995
1424,small child smile camera,cat look camera,1.399999976158142,0.24187565
1425,woman ride brown horse,person dress blue ride brown horse,2.5999999046325684,0.7508297
1426,photo television screen show movie,wall mount flat screen show movie,3.200000047683716,0.73777735
1427,bird perch flowerpot,bird perch flowerpot stuck wall,4.199999809265137,0.8415696
1428,white cat sit inside sink,grey white cat sit bathroom sink,3.400000095367432,0.89265066
1429,young woman ride gear horse,young girl ride gear horse,4.400000095367432,0.8488399
1430,people sail small boat,woman sailboat,3.799999952316284,0.62407744
1431,small bird tiny branch,small bird perch icy branch,3.0,0.7747443
1432,animal sit rock,eagle sit long branch,1.600000023841858,0.25093356
1433,cat sit couch look window,cat sit couch look window sea photo,4.199999809265137,0.8881353
1434,young woman hear sheep,woman sneer sheep,4.400000095367432,0.66580886
1435,young rider take ride brown horse,young female rider brown horse,3.799999952316284,0.79487646
1436,people seat restaurant table look camera,group people sit restaurant table,3.0,0.721436
1437,little white lamb nose wood,white lamb nose wooden box,3.799999952316284,0.8224944
1438,young girl ride white grey horse,little girl ride white grey horse,4.599999904632568,0.9712116
1439,black dog stand material construction site,black dog stand room construct,3.200000047683716,0.6630857
1440,bird flap wing water,black swan flap wing water,3.5999999046325684,0.72924715
1441,black white cat lie blanket,black white cat lay cat bed,3.75,0.75859034
1442,young woman ride gear horse,woman ride brown horse,3.799999952316284,0.7905904
1443,plane reply,small turboprop plane load tartar,3.400000095367432,0.4613075
1444,white leather couch purse throw blanket,television,0.0,0.050524093
1445,kitchen wooden cabinet furniture,kitchen wooden table cabinet,4.199999809265137,0.8725163
1446,cat attack corn dusk broom,grey white cat sit bathroom sink,0.800000011920929,0.2407999
1447,couple hold baby,couple newton baby,4.199999809265137,0.6768712
1448,small bird eat tender,bird eat bird tender,4.25,0.8954153
1449,close white sheep black head,close sheep black head,4.0,0.9288411
1450,young boy lay sofa dog,small boy lay sofa dog,5.0,0.9634062
1451,red bird perch tree,small red grey bird perch tree,3.200000047683716,0.82324797
1452,bush mark street,fellow soon mark alley way,0.4000000059604645,0.3509112
1453,black white dog look camera,grey black white cat look camera,1.0,0.49885914
1454,train railroad track,train train track,4.800000190734863,0.960067
1455,large silver locomotive engine shed,close silver train engine red strike,3.0,0.5414702
1456,woman sit table drink basketball picture background,woman safi drink sit table,2.5999999046325684,0.6921868
1457,green steam engine travel railroad track,black steam train travel railroad track,3.0,0.6339561
1458,small red car semi truck,red sport car white semi truck,4.0,0.76984495
1459,man pose photo train,man stand platform silver train,3.400000095367432,0.55891466
1460,bicycling black black red racing bike,cycling black white liar speeding past spectator,3.400000095367432,0.4672798
1461,kitchen sink countertop bowl shelf,small kitchen item stack shelf counter,3.799999952316284,0.66096896
1462,television mess room bookcase,room television sterno bookshelf,3.200000047683716,0.7756274
1463,black white cat sleep purple blanket,black white cat lay ground sun,2.799999952316284,0.47091043
1464,woman ride bicycle large concrete area,woman ride mountain bike large concrete area,3.799999952316284,0.9151044
1465,cow stand large field,cow graze field,2.799999952316284,0.72208726
1466,bald man touch nose black horse fence,bald man beard pet nose black white horse fence,3.400000095367432,0.85179645
1467,man stand yellow sport car,man stand yellow corvette,4.0,0.7437241
1468,black white photo cow stall,black white photo cattle trough,3.200000047683716,0.55013686
1469,double hecker bus london eye ferry wheel background,brown double hecker tour bus street ferry wheel,4.199999809265137,0.85664487
1470,yellow black bird eat bird tender,flock bird fly body water,0.6000000238418579,0.25134426
1471,man stand train,man stand platform silver train,3.799999952316284,0.86474514
1472,small plane mark fairfield cloudy sky overhead,small white plane mark airport cloudy day,4.599999904632568,0.7191732
1473,boat water near small plane,boat water small airplane dock,3.400000095367432,0.79892087
1474,man ride white horse arena,domestic animal stand pen,0.6000000238418579,0.14544757
1475,farintosh computer sit floor,computer floor,4.199999809265137,0.7660895
1476,black white cat sit brown chair look,dog sit yellow chair green dumpster,0.4000000059604645,0.19058934
1477,sheep stand afield,large dog stand sheep field,2.799999952316284,0.7101901
1478,group elderly people sit table,group elderly people pose dining table,3.400000095367432,0.81664413
1479,woman brown hair smile,woman indian dress crowded room smile,2.799999952316284,0.54469615
1480,black white photo train station,black white photo cat sit sofa,1.600000023841858,0.28537923
1481,dog fence tunnel look ahead,girl guy lose bow boat,0.0,-0.0019418336
1482,black white cow look fence,black white cat lay ground sun,0.6000000238418579,0.075032875
1483,people motorcycle market square,people ride move urban setting,1.7999999523162842,0.4433052
1484,close sheep grass,close lamb ear ragged stand grass,1.7999999523162842,0.54968196
1485,domestic cat lay cat litter,domestic cat black trap,2.0,0.54097885
1486,green bird fly wooden telephone pole,green bird fly telephone wire,3.200000047683716,0.8505488
1487,person sit motorcycle man stand,man stand helmet man motorcycle parking lot,3.0,0.7045406
1488,cow grazing field,cow graze field,2.5999999046325684,0.8806155
1489,blue bird perch gloved hand,bird perch person gloved hand,4.400000095367432,0.90926284
1490,baby hold ketchup packet,baby highchair hold ketchup packet,4.0,0.8696598
1491,close view horse head,close brown horse head,4.199999809265137,0.78184235
1492,train train station,train station,5.0,0.9589881
1493,dark brown horse stand field,horse stand field,3.5999999046325684,0.83815914
1494,small cat lay wooden beam look camera,small dog wear sweet look camera,0.800000011920929,0.29628193
1495,black bird sit ground,bird sit branch,2.5,0.63176024
1496,small brown bird eat bird tender hang tree,small red grey bird perch tree,2.0,0.4270779
1497,pair dog play purple ball,dog play purple football,4.400000095367432,0.8211138
1498,bird land water,boat float water,0.6000000238418579,0.2836353
1499,child stand near fence,child stand fence,4.599999904632568,0.97141397
1500,black dog emerge water white ball mouth,black dog walk water white ball mouth,4.800000190734863,0.8127879
1501,girl purple shirt pink headband lose,young girl wear hat blue jean swing,0.4000000059604645,0.3081702
1502,brown dog dig hole plant,group people walk railroad track,0.0,-0.0016758835
1503,brown white dog swim swimming pool,brown white dog swim backward swimming pool,4.599999904632568,0.8837775
1504,boy red lead ride hill,multicolour dog red collar crouch grass,0.0,0.035814837
1505,black brown dog run wood,dog run wood,4.0,0.884588
1506,dog run grass,dog play grass,4.400000095367432,0.8442218
1507,young girl hold peace sign,little girl hold pole city street,0.6000000238418579,0.19872048
1508,man hang line cliff water,sitting pier bottle water,0.6000000238418579,0.13855758
1509,man crouch hold camera,crouch man hold large camera,4.599999904632568,0.91003025
1510,ride bicycle narrow path,man ride bicycle paved road,2.5999999046325684,0.6415131
1511,man wear orange coat speak walk snow,man woman dress old fashion clothing sit outside table,0.6000000238418579,0.14945021
1512,dog jump air catch toy,black dog jump air catch toy,4.0,0.92594564
1513,brown dog lay blue cover,person diving clear blue water,0.0,0.026359081
1514,boy play field,people head cover scarf,0.0,-0.13577497
1515,dog run grass,dog run snow,2.200000047683716,0.635092
1516,boy broken arm rest bed,boy broken arm sleep,4.0,0.8990035
1517,boy trick skateboard,boy trick skateboard,4.800000190734863,1.0000002
1518,dog play snow,dog play water,2.5999999046325684,0.52410316
1519,little girl ribbon hair pick nose,little girl purple shirt helmet ride soon,1.2000000476837158,0.38208812
1520,young girl go tube slide,young girl swinge tire swing,1.7999999523162842,0.43487173
1521,people bicycle racing include man wheeled bike,man ride wheel wheelchair,2.5999999046325684,0.36574364
1522,group people wear funny ear,group people ride race,0.800000011920929,0.21459424
1523,dog sherman shirt sleep blanket,brown dog superman shirt lay blue blanket,4.0,0.6961257
1524,white brown dog run grass,brown white dog run grass,4.800000190734863,0.97552794
1525,brown dog rest paw lawton keyboard,dog sit paw lawton computer,3.799999952316284,0.76493067
1526,young girl glass sit hold american flag,girl glass look american flag near wooded area,2.5999999046325684,0.6354592
1527,small white brown dog jump horizontal pole,brown white dog jump red yellow pole,3.0,0.85701025
1528,dog run grassy area,dog run grassy field,4.800000190734863,0.9516927
1529,man swinge rope water,man warm clothe swinge monkey bar night,1.600000023841858,0.40843368
1530,sign man sign woman sit black massage chair,sign man woman relax massage chair,4.599999904632568,0.8176428
1531,girl playing pile colourful ball,little girl play pit colourful ball,5.0,0.79618114
1532,old man stand outside truck,woman dress green roller state outside event,0.0,0.06723738
1533,smile man effective class,gentleman smile show effective sunglass,4.599999904632568,0.6825948
1534,people stand sidewalk,people sidewalk,4.800000190734863,0.8608581
1535,white dog run snow,white bear walk snow cover ground cast shadow snow,1.399999976158142,0.40415344
1536,young boy brown jacket play snow,dog play snow,1.2000000476837158,0.4111436
1537,man pick big rock,woman pick large rock,2.400000095367432,0.6724377
1538,white brown dog run grass,brown white dog run grass,4.599999904632568,0.975528
1539,carry tool box sidewalk,woman ride blue bicycle park,0.0,0.10375905
1540,man wear t shirt say gigolo stand counter talk,man wear shirt say gigolo stand desk area camera,3.400000095367432,0.6794481
1541,tent campfire submit forest,white dog beach carry stick mouth,0.0,0.06367973
