,sentence1,sentence2,similarity_score,common_word,rank_by_common_word,rank_by_similarity_score,d,d^2
1747,"['dog', 'jump', 'frisbee', 'snow']","['dog', 'jump', 'snow']",3.200000047683716,3,3536,3193,343,117649
1748,"['brown', 'white', 'dog', 'pink', 'collar', 'bark', 'brown', 'dog', 'blue', 'collar', 'snow']","['dog', 'red', 'collar', 'bear', 'tooth', 'dog', 'blue', 'collar']",3.400000095367432,3,3539,3640,-101,10201
1749,"['brown', 'dog', 'bite']","['brown', 'dog', 'bite', 'sand']",4.199999809265137,3,3540,4739,-1199,1437601
1750,"['skateboarder', 'attempt', 'trick', 'low', 'wall']","['boy', 'skateboard', 'trick', 'railing']",4.0,1,900,4526,-3626,13147876
1751,"['young', 'girl', 'lip', 'water']","['young', 'girl', 'wear', 'purple', 'run', 'water']",2.799999952316284,3,3541,2740,801,641601
1752,"['snowboarder', 'ride', 'snowboard', 'railing', 'flight', 'step']","['boy', 'grind', 'skateboard', 'concrete', 'wall']",0.800000011920929,0,179,757,-578,334084
1753,"['woman', 'man', 'hat', 'socialize', 'outside']","['young', 'woman', 'knit', 'cap', 'stand', 'wall', 'coming', 'dizzy']",1.399999976158142,1,912,1372,-460,211600
1754,"['small', 'boy', 'bathroom', 'sit', 'metal', 'chair']","['boy', 'robe', 'sit', 'chair']",4.199999809265137,3,3542,4744,-1202,1444804
1755,"['black', 'dog', 'run', 'snow']","['black', 'pit', 'bull', 'dog', 'run', 'dirt']",2.200000047683716,3,3544,2073,1471,2163841
1756,"['group', 'teenager', 'dance', 'wooden', 'floor']","['group', 'people', 'dark', 'color', 'clothing', 'line', 'dancing', 'wooden', 'floor']",3.400000095367432,3,3547,3533,14,196
1757,"['young', 'boy', 'ride', 'bike']","['young', 'girl', 'lay', 'blue', 'inflammable', 'toy']",0.4000000059604645,1,910,511,399,159201
1758,"['black', 'dog', 'run', 'snow']","['black', 'dog', 'run', 'beach']",1.7999999523162842,3,3548,1654,1894,3587236
1759,"['dog', 'snow', 'fence']","['dog', 'drink', 'water', 'lake']",1.0,1,915,956,-41,1681
1760,"['girl', 'run', 'river', 'bank', 'black', 'dog']","['little', 'boy', 'pet', 'tiger', 'lay']",0.2000000029802322,0,181,417,-236,55696
1761,"['teenage', 'girl', 'run', 'beach', 'shouting', 'old', 'man', 'walk']","['young', 'child', 'run', 'shore', 'beach']",1.7999999523162842,2,2602,1658,944,891136
1762,"['brown', 'white', 'dog', 'walk', 'man', 'skateboard']","['blood', 'child', 'lay', 'branch', 'tree', 'green', 'field']",0.0,0,182,98,84,7056
1763,"['ride', 'surfboard', 'wave']","['man', 'black', 'surfboard', 'ride', 'wave']",4.0,3,3550,4547,-997,994009
1764,"['man', 'red', 'shirt', 'climb', 'mountain']","['man', 'climb', 'mountain']",4.199999809265137,3,3551,4747,-1196,1430416
1765,"['man', 'ride', 'motorcycle', 'wear', 'black', 'uniform']","['white', 'motorcycle', 'ride', 'race', 'track']",1.399999976158142,2,2564,1369,1195,1428025
1766,"['black', 'dog', 'swim', 'river']","['black', 'dog', 'dig', 'snow']",1.2000000476837158,2,2561,1114,1447,2093809
1767,"['man', 'woman', 'smile']","['man', 'woman', 'laugh']",3.200000047683716,2,2559,3206,-647,418609
1768,"['man', 'stand', 'rock', 'mountain', 'watch', 'sun', 'set']","['man', 'stand', 'mountain', 'watch', 'sunset']",4.800000190734863,4,4564,5431,-867,751689
1769,"['little', 'girl', 'play', 'trampling']","['little', 'boy', 'play', 'playground']",1.399999976158142,2,2551,1365,1186,1406596
1770,"['girl', 'jump', 'high', 'air']","['dog', 'muscle', 'grass', 'near', 'lake']",0.2000000029802322,0,183,408,-225,50625
1771,"['woman', 'hold', 'black', 'purse', 'smoke', 'cigarette']","['woman', 'black', 'bag', 'smoke', 'cigarette']",4.800000190734863,4,4566,5358,-792,627264
1772,"['dog', 'run', 'grass']","['brown', 'dog', 'run', 'grass']",4.199999809265137,3,3532,4750,-1218,1483524
1773,"['man', 'long', 'hair', 'look', 'camera']","['woman', 'stand', 'wall', 'near', 'video', 'camera']",1.0,1,901,940,-39,1521
1774,"['grown', 'dog', 'run', 'grass']","['dog', 'run', 'grass']",4.0,3,3531,4565,-1034,1069156
1775,"['people', 'wear', 'hat', 'sit', 'look', 'camera']","['man', 'wear', 'blue', 'shirt', 'make', 'crouch', 'face']",0.0,1,809,85,724,524176
1776,"['girl', 'play', 'people', 'flower']","['young', 'girl', 'wear', 'skirt', 'play', 'garden']",3.200000047683716,2,2548,3202,-654,427716
1777,"['girl', 'pink', 'shirt', 'sprawl', 'limb', 'impair']","['man', 'dress', 'santa', 'suit', 'climb', 'large', 'concrete', 'building']",0.0,0,184,99,85,7225
1778,"['little', 'girl', 'red', 'shirt', 'pull', 'kite']","['girl', 'red', 'shirt', 'take', 'picture', 'phone']",1.399999976158142,3,3510,1358,2152,4631104
1779,"['child', 'slide', 'snow']","['sleeping', 'street']",0.0,0,185,72,113,12769
1780,"['dog', 'play', 'water']","['dog', 'swim', 'water']",4.199999809265137,2,2574,4755,-2181,4756761
1781,"['white', 'dog', 'run', 'sand']","['white', 'dog', 'run', 'sand']",5.0,4,4555,5539,-984,968256
1782,"['little', 'girl', 'hand', 'air', 'sit', 'man', 'lay', 'blanket']","['kid', 'run', 'opposite', 'direction', 'play', 'game']",0.2000000029802322,0,186,421,-235,55225
1783,"['red', 'white', 'race', 'car', 'race', 'dirt', 'racetrack']","['person', 'ride', 'dirt', 'bike', 'race', 'dirt', 'track']",1.399999976158142,2,2600,1356,1244,1547536
1784,"['black', 'white', 'dog', 'run', 'cow', 'field']","['large', 'black', 'white', 'dog', 'run', 'ocean', 'water']",2.200000047683716,4,4543,2102,2441,5958481
1785,"['man', 'straw', 'hat', 'shade', 'phone', 'walk', 'busy', 'sidewalk']","['man', 'lie', 'street', 'head', 'shoulder', 'marked', 'car', 'pack']",0.6000000238418579,1,711,665,46,2116
1786,"['man', 'messenger', 'bag', 'gray', 'tile', 'wall']","['red', 'jacket', 'stand', 'lighthorse']",0.800000011920929,0,210,825,-615,378225
1787,"['dog', 'swim', 'water']","['dog', 'swim', 'water']",3.200000047683716,3,3516,3198,318,101124
1788,"['little', 'white', 'curly', 'haired', 'dog', 'run', 'pavement', 'stick', 'mouth']","['white', 'curly', 'haired', 'dog', 'run', 'stick', 'mouth']",4.599999904632568,7,5349,5312,37,1369
1789,"['blonde', 'woman', 'wear', 'black', 'american', 'flag', 'tartar', 'cap']","['red', 'haired', 'woman', 'wear', 'black', 'beset', 'adorn', 'american', 'flag']",2.799999952316284,5,4753,2734,2019,4076361
1790,"['person', 'hold', 'net', 'stand', 'water']","['black', 'woman', 'black', 'child', 'sit', 'thatched', 'tent']",0.6000000238418579,0,211,690,-479,229441
1791,"['woman', 'red', 'tracksuit', 'squeeze', 'lemon', 'press']","['young', 'woman', 'pink', 'hood', 'take', 'picture']",0.4000000059604645,1,708,558,150,22500
1792,"['man', 'walk', 'dog', 'leash', 'street']","['man', 'walk', 'dog', 'city']",4.199999809265137,3,3520,4759,-1239,1535121
1793,"['dog', 'run', 'snow']","['dog', 'run', 'dirt']",2.200000047683716,2,2577,2095,482,232324
1794,"['small', 'boy', 'play', 'snow']","['brown', 'white', 'dog', 'play', 'snow']",1.600000023841858,2,2578,1563,1015,1030225
1795,"['woman', 'blue', 'shirt', 'short', 'sit', 'table']","['smile', 'young', 'woman', 'tourquoise', 'shirt', 'banana', 'pose', 'table', 'outdoor']",3.200000047683716,3,3523,3196,327,106929
1796,"['white', 'dog', 'run', 'snow']","['dog', 'run', 'snow']",3.200000047683716,3,3524,3171,353,124609
1797,"['black', 'dog', 'run', 'snow']","['race', 'car', 'driver', 'drive', 'car', 'mud']",0.0,0,233,129,104,10816
1798,"['dog', 'wear', 'green', 'sweeter', 'backpack', 'walk', 'snow']","['small', 'dog', 'wear', 'green', 'sweeter', 'backpack', 'walk', 'snow']",4.400000095367432,7,5326,5016,310,96100
1799,"['group', 'people', 'sit', 'desk']","['group', 'girl', 'beach']",0.6000000238418579,1,703,684,19,361
1800,"['dog', 'run', 'field']","['dog', 'run', 'grassy', 'field']",2.799999952316284,3,3526,2672,854,729316
1801,"['man', 'woman', 'hand', 'chin', 'stand', 'christmas', 'tree']","['man', 'white', 'beard', 'blue', 'cap', 'stand', 'doorway', 'workshop']",0.4000000059604645,2,2583,562,2021,4084441
1802,"['black', 'white', 'dog', 'stick', 'paw']","['black', 'dog', 'white', 'dog', 'stand', 'snow']",1.2000000476837158,3,3529,1124,2405,5784025
1803,"['white', 'dog', 'run', 'snow']","['black', 'white', 'dog', 'run', 'grass']",1.399999976158142,3,3545,1349,2196,4822416
1804,"['man', 'skin', 'snow', 'cover', 'hill', 'mountain', 'background']","['dog', 'enjoy', 'rome', 'water', 'mountain', 'sand', 'background']",0.6000000238418579,2,2591,683,1908,3640464
1805,"['man', 'bike', 'nest', 'river']","['man', 'bike', 'high', 'jump']",1.2000000476837158,2,2593,1145,1448,2096704
1806,"['sky', 'go', 'snowy', 'hill']","['brown', 'dog', 'lay', 'snow']",0.4000000059604645,0,234,526,-292,85264
1807,"['dog', 'run', 'grass']","['dog', 'run', 'dirt']",3.5999999046325684,2,2596,3953,-1357,1841449
1808,"['man', 'spray', 'fluid', 'long', 'beach']","['guy', 'sit', 'bike', 'wheel', 'air']",0.6000000238418579,0,235,693,-458,209764
1809,"['person', 'red', 'vest', 'touch', 'blue', 'ice', 'state', 'person']","['lady', 'fasten', 'ice', 'state', 'snow']",2.200000047683716,2,2597,2129,468,219024
1810,"['girl', 'ounce', 'upside', 'head', 'trampling']","['girl', 'bound', 'head', 'trampling']",4.800000190734863,3,3588,5420,-1832,3356224
1811,"['woman', 'stand', 'tree', 'smile']","['man', 'walk', 'tree', 'city', 'skyline']",2.0,1,717,1954,-1237,1530169
1812,"['boy', 'lip', 'swimming', 'pool']","['boy', 'wear', 'red', 'blue', 'swim', 'trunk', 'jump', 'head', 'swimming', 'pool']",2.400000095367432,3,3591,2300,1291,1666681
1813,"['little', 'boy', 'cover', 'bubble']","['child', 'stand', 'pool', 'cover', 'foam', 'bubble']",4.199999809265137,2,2550,4757,-2207,4870849
1814,"['boy', 'look', 'girl', 'girl', 'ignore']","['boy', 'diving', 'pool', 'couple', 'watch']",0.2000000029802322,1,732,383,349,121801
1815,"['black', 'dog', 'blue', 'collar', 'run', 'snow']","['black', 'dog', 'red', 'collar', 'play', 'snow']",3.200000047683716,4,4600,3143,1457,2122849
1816,"['bird', 'sit', 'tree']","['bird', 'sit', 'leaflet', 'tree']",3.799999952316284,3,3594,4169,-575,330625
1817,"['brown', 'dog', 'chess', 'orange', 'ball']","['dog', 'orange', 'ball', 'mouth']",4.0,3,3595,4680,-1085,1177225
1818,"['brown', 'dog', 'jump', 'air', 'catch', 'ball']","['young', 'woman', 'jump', 'air', 'catch', 'ball']",0.6000000238418579,4,4592,668,3924,15397776
1819,"['child', 'walk', 'picnic', 'table']","['boy', 'hope', 'picnic', 'table', 'park']",3.200000047683716,2,2562,3142,-580,336400
1820,"['dog', 'snow']","['dog', 'snow']",3.0,2,2563,3007,-444,197136
1821,"['salvation', 'run', 'beach']","['salvation', 'run', 'beach']",4.800000190734863,3,3600,5460,-1860,3459600
1822,"['dog', 'run', 'snow']","['dog', 'run', 'snow']",5.0,3,3602,5496,-1894,3587236
1823,"['black', 'dog', 'run', 'grass']","['dog', 'run', 'grassy', 'field']",2.0,2,2568,1963,605,366025
1824,"['man', 'red', 'black', 'hit', 'soccer', 'ball', 'head']","['man', 'red', 'stripe', 'soccer', 'shirt', 'head', 'ball']",3.5999999046325684,5,4690,3951,739,546121
1825,"['brown', 'dog', 'walk', 'grass']","['dog', 'case', 'tree']",1.2000000476837158,1,726,1140,-414,171396
1826,"['woman', 'place', 'baby', 'skateboard', 'beach']","['woman', 'hold', 'small', 'baby', 'skateboard', 'beach']",4.599999904632568,4,4588,5223,-635,403225
1827,"['black', 'dog', 'bite', 'light', 'brown', 'dog', 'ear', 'playful', 'manner']","['black', 'dog', 'playfully', 'bit', 'dog', 'living', 'room', 'set']",4.0,2,2632,4677,-2045,4182025
1828,"['eagle', 'walk', 'beach', 'watering']","['eagle', 'walk', 'calm', 'shore']",4.400000095367432,2,2635,4963,-2328,5419584
1829,"['black', 'white', 'dog', 'run', 'grass']","['black', 'white', 'dog', 'run', 'grass']",5.0,5,4689,5537,-848,719104
1830,"['dog', 'run', 'snow', 'tennis', 'ball']","['boy', 'stung', 'air', 'bicycle']",0.0,0,237,105,132,17424
1831,"['black', 'dog', 'walk', 'grass', 'stick', 'mouth']","['black', 'dog', 'run', 'grass', 'toy', 'mouth']",3.200000047683716,4,4591,3132,1459,2128681
1832,"['man', 'walk', 'policeman', 'stand', 'crossway', 'city', 'street']","['policeman', 'stand', 'crossway', 'city']",3.0,4,4516,3064,1452,2108304
1833,"['black', 'dog', 'white', 'dog', 'play', 'street']","['black', 'dog', 'white', 'dog', 'play', 'street']",4.599999904632568,5,4700,5201,-501,251001
1834,"['large', 'black', 'white', 'dog', 'swim', 'water']","['black', 'white', 'dog', 'stick', 'muddy', 'water']",3.5999999046325684,4,4488,3950,538,289444
1835,"['little', 'boy', 'clown', 'commander', 'head']","['boy', 'metal', 'commander', 'head']",4.199999809265137,3,3582,4751,-1169,1366561
1836,"['construction', 'worker', 'sit', 'beam', 'take', 'break']","['man', 'put', 'shirt', 'near', 'elevator']",0.0,0,238,104,134,17956
1837,"['man', 'woman', 'laugh']","['man', 'woman', 'kiss']",1.2000000476837158,2,2608,1120,1488,2214144
1838,"['black', 'brown', 'white', 'dog', 'run', 'field']","['white', 'brown', 'dog', 'run', 'field']",2.8299999237060547,5,4706,2752,1954,3818116
1839,"['child', 'play', 'swimming', 'pool', 'adult', 'man', 'watch']","['child', 'play', 'pool', 'adult', 'look']",4.599999904632568,4,4447,5204,-757,573049
1840,"['kiss', 'splash', 'water']","['dog', 'play', 'bed']",0.0,0,240,29,211,44521
1841,"['brown', 'white', 'dog', 'walk', 'shallow', 'water']","['white', 'brown', 'dog', 'appear', 'walk', 'water']",4.599999904632568,5,4702,5205,-503,253009
1842,"['woman', 'read', 'public', 'transportation']","['man', 'fall', 'asleep', 'public', 'transportation']",1.600000023841858,2,2615,1587,1028,1056784
1843,"['bulldog', 'run', 'grassy', 'park', 'people', 'stand', 'background']","['dog', 'run', 'large', 'body', 'water', 'cause', 'splash']",1.7999999523162842,1,718,1665,-947,896809
1844,"['young', 'boy', 'ride', 'bike', 'brick', 'road']","['person', 'trick', 'bike', 'camp', 'surround', 'tree']",2.200000047683716,1,699,1992,-1293,1671849
1845,"['young', 'man', 'skateboard', 'state', 'park']","['boy', 'blue', 't', 'shirt', 'airborne', 'skateboard', 'state', 'park']",3.799999952316284,3,3566,4142,-576,331776
1846,"['girl', 'jump', 'rope', 'sidewalk', 'near', 'parking', 'garage']","['girl', 'jump', 'rope', 'sidewalk', 'parking', 'garage', 'left']",4.400000095367432,6,5215,4975,240,57600
1847,"['person', 'water', 'beach', 'sun', 'set']","['person', 'surfboard', 'water']",3.0,2,2621,3070,-449,201601
1848,"['dog', 'jump', 'impair', 'catch', 'frisbee']","['brown', 'dog', 'jump', 'pink', 'frisbee']",4.0,3,3568,4644,-1076,1157776
1849,"['dog', 'return', 'play', 'toy', 'master']","['dog', 'race', 'snow']",1.0,1,698,998,-300,90000
1850,"['female', 'jump', 'swing']","['girl', 'jump', 'swing']",4.599999904632568,2,2623,5206,-2583,6671889
1851,"['woman', 'young', 'girl', 'pose', 'bear', 'statue', 'store']","['man', 'jersey', 'stand', 'large', 'crowd']",0.6000000238418579,0,241,723,-482,232324
1852,"['shortness', 'man', 'play', 'football', 'lawn']","['shortness', 'man', 'catch', 'football']",4.400000095367432,3,3569,5015,-1446,2090916
1853,"['girl', 'wear', 'green', 'twist', 'hand']","['young', 'boy', 'wear', 'green', 'short', 'pose', 'awkwardly', 'brick', 'background']",0.800000011920929,2,2625,765,1860,3459600
1854,"['man', 'red', 'jacket', 'hold', 'bike', 'picture']","['woman', 'red', 'jacket', 'video', 'take', 'natural', 'landscape']",0.4000000059604645,2,2627,575,2052,4210704
1855,"['boy', 'jump', 'crowded', 'public', 'pool']","['man', 'jump', 'snowboard']",0.800000011920929,1,679,763,-84,7056
1856,"['clown', 'strike', 'pose', 'camera']","['child', 'orange', 'brodie', 'board', 'wave']",0.6000000238418579,0,242,700,-458,209764
1857,"['kiss', 'hold', 'hand', 'jump', 'swimming', 'pool']","['dog', 'play', 'snow']",0.0,0,243,16,227,51529
1858,"['boy', 'push', 'wagon', 'tompkin']","['child', 'squat', 'wagon', 'tompkin']",2.799999952316284,2,2592,2704,-112,12544
1859,"['soccer', 'player', 'battle', 'ball', 'intense', 'match']","['little', 'orange', 'white', 'dog', 'snow']",0.0,0,244,10,234,54756
1860,"['black', 'dog', 'walk', 'tall', 'grass']","['black', 'dog', 'run', 'grass']",3.799999952316284,3,3570,4111,-541,292681
1861,"['black', 'dog', 'play', 'snow']","['black', 'dog', 'dig', 'snow']",3.400000095367432,3,3571,3428,143,20449
1862,"['dog', 'jump', 'chain']","['dog', 'leap', 'chain']",5.0,2,2438,5511,-3073,9443329
1863,"['girl', 'black', 'purse', 'sit', 'wooden', 'bench']","['young', 'woman', 'black', 'purse', 'sit', 'wooden', 'bench']",4.599999904632568,5,4807,5207,-400,160000
1864,"['black', 'yellow', 'dog']","['black', 'dog', 'brown', 'white', 'dog', 'play', 'field']",2.200000047683716,2,2435,2053,382,145924
1865,"['child', 'ball', 'pit']","['child', 'play', 'ball', 'pit']",3.400000095367432,3,3574,3465,109,11881
1866,"['large', 'white', 'grey', 'dog', 'run', 'yellow', 'tunnel', 'obstacle', 'course']","['white', 'black', 'dog', 'run', 'yellow', 'orange', 'tube']",3.5999999046325684,4,4431,3940,491,241081
1867,"['swimmer', 'backstroke', 'swimming', 'pool']","['person', 'stroke', 'swimming', 'pool']",4.800000190734863,2,2428,5369,-2941,8649481
1868,"['man', 'stand', 'astride', 'bike', 'rocky', 'trail', 'lake']","['woman', 'wear', 'white', 'headband', 'purple', 'tank', 'black', 'glove']",0.0,0,246,9,237,56169
1869,"['brown', 'dog', 'run', 'green', 'grass']","['brown', 'dog', 'run', 'river']",2.400000095367432,3,3576,2289,1287,1656369
1870,"['small', 'white', 'dog', 'large', 'brown', 'dog', 'play', 'grass']","['small', 'light', 'dog', 'run', 'past', 'large', 'brown', 'dog', 'stand', 'grass']",3.400000095367432,5,4804,3475,1329,1766241
1871,"['woman', 'hold', 'dog', 'dog', 'stand', 'nearby', 'field']","['lady', 'hold', 'dog', 'dog', 'play', 'yard']",3.400000095367432,2,2425,3474,-1049,1100401
1872,"['black', 'dog', 'walk', 'water']","['black', 'dog', 'walk', 'snow']",2.400000095367432,3,3579,2288,1291,1666681
1873,"['black', 'dog', 'run', 'snow']","['black', 'dog', 'swim', 'ball', 'mouth']",1.7999999523162842,2,2423,1684,739,546121
1874,"['woman', 'dress', 'green', 'play', 'dog']","['dog', 'lick', 'girl', 'hand', 'lay']",1.600000023841858,1,668,1580,-912,831744
1875,"['homeless', 'man', 'stand', 'outside', 'cardboard', 'sign']","['homeless', 'young', 'man', 'hold', 'cardboard', 'sign']",4.599999904632568,4,4415,5210,-795,632025
1876,"['brown', 'dog', 'wage', 'water']","['dog', 'splash', 'murky', 'water']",3.5999999046325684,2,2439,3939,-1500,2250000
1877,"['man', 'orange', 'shirt', 'wear', 'white', 'helmet', 'ride', 'bike']","['man', 'wear', 'blue', 'helmet', 'ride', 'molar']",2.799999952316284,4,4416,2709,1707,2913849
1878,"['little', 'boy', 'stand', 'wedding', 'party', 'laugh']","['person', 'stand', 'stage', 'seated', 'crowd']",1.7999999523162842,1,667,1715,-1048,1098304
1879,"['person', 'snowmobile']","['person', 'snowmobile', 'mid', 'jump']",3.5999999046325684,2,2441,3938,-1497,2241009
1880,"['man', 'stand', 'shore', 'hit', 'ball', 'paddle']","['teenage', 'girl', 'stand', 'beach', 'listen', 'good']",0.800000011920929,1,665,760,-95,9025
1881,"['photo', 'show', 'man', 'take', 'break']","['person', 'swim', 'cap', 'gorge', 'take', 'breath']",0.4000000059604645,1,664,586,78,6084
1882,"['brown', 'dog', 'run', 'sand']","['brown', 'dog', 'run', 'sand']",4.599999904632568,4,4418,5211,-793,628849
1883,"['black', 'dog', 'chase', 'red', 'frisbee']","['black', 'people', 'run', 'snow']",1.399999976158142,1,670,1275,-605,366025
1884,"['girl', 'ponytail', 'ride', 'amusement', 'park', 'ride']","['young', 'girl', 'ride', 'amusement', 'park']",3.0,4,4423,3036,1387,1923769
1885,"['dog', 'dig', 'sand']","['brown', 'dog', 'dig', 'sand']",4.199999809265137,3,3508,4775,-1267,1605289
1886,"['man', 'sit', 'sidewalk', 'store']","['woman', 'bathing', 'suit', 'walk', 'dog', 'beach']",0.0,0,249,6,243,59049
1887,"['black', 'white', 'spot', 'dog', 'jump', 'stream']","['black', 'white', 'spot', 'dog', 'jump', 'small', 'stream', 'water']",4.599999904632568,6,5168,5213,-45,2025
1888,"['person', 'box', 'bike']","['man', 'bike', 'mid', 'air']",3.0,1,695,3033,-2338,5466244
